ngcid,yearOfDiscovery,firstname,middlenames,lastname,yearOfBirth,yearOfDeath,telType,telInch
7093,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7094,1884,Lewis,,Swift,1820,1913,Refractor,16
7095,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7096,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7097,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7098,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7099,1764,Charles,,Messier,1730,1817,Refractor,3.3
7100,1886,Guillaume,,Bigourdan,1851,1932,Refractor,12
7101,1864,Albert,,Marth,1828,1897,Reflector,48
7102,1863,Albert,,Marth,1828,1897,Reflector,48
7103,1886,Frank,,Muller,1862,1917,Refractor,26
7104,1886,Frank,,Muller,1862,1917,Refractor,26
7105,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7106,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7107,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7108,1864,Albert,,Marth,1828,1897,Reflector,48
7109,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7110,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7111,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7112,1886,Lewis,,Swift,1820,1913,Refractor,16
7113,1864,Albert,,Marth,1828,1897,Reflector,48
7114,1885,J.,Gerhard,Lohse,1851,1941,Refractor,15.5
7115,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7116,1863,Albert,,Marth,1828,1897,Reflector,48
7117,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7118,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7119,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7120,1864,Albert,,Marth,1828,1897,Reflector,48
7121,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7122,1854,Edward,Joshua,Cooper,1798,1863,Refractor,13.5
7123,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7124,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7125,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7126,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7127,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7128,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7129,1794,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7130,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7131,1864,Albert,,Marth,1828,1897,Reflector,48
7132,1884,Lewis,,Swift,1820,1913,Refractor,16
7133,1884,Guillaume,,Bigourdan,1851,1932,Refractor,12
7134,1860,Christian,Heinrich Friedrich,Peters,1813,1890,Refractor,13.5
7135,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7136,1886,Frank,,Muller,1862,1917,Refractor,26
7137,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7138,1864,Albert,,Marth,1828,1897,Reflector,48
7139,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7140,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7141,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7142,1794,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7143,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7144,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7145,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7146,1863,Albert,,Marth,1828,1897,Reflector,48
7147,1863,Albert,,Marth,1828,1897,Reflector,48
7148,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7149,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7150,1848,George,Phillips,Bond,1825,1865,Refractor,15
7151,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7152,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7153,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7154,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7155,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7156,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7157,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7158,1886,Frank,,Muller,1862,1917,Refractor,26
7159,1886,Lewis,,Swift,1820,1913,Refractor,16
7160,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7161,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7162,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7163,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7164,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7165,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7166,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7167,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7168,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7169,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7170,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7171,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7172,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7173,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7174,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7175,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7176,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7177,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7178,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7179,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7180,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7181,1864,Albert,,Marth,1828,1897,Reflector,48
7182,1864,Albert,,Marth,1828,1897,Reflector,48
7183,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7184,1783,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7185,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7186,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7187,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7188,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7189,1863,Albert,,Marth,1828,1897,Reflector,48
7190,1870,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7191,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7192,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7193,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7194,1884,Lewis,,Swift,1820,1913,Refractor,16
7195,1884,Lewis,,Swift,1820,1913,Refractor,16
7196,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7197,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7198,1864,Albert,,Marth,1828,1897,Reflector,48
7199,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7200,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7201,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7202,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7203,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7204,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7205,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7206,1864,Albert,,Marth,1828,1897,Reflector,48
7207,1864,Albert,,Marth,1828,1897,Reflector,48
7208,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7209,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7210,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7211,1864,Albert,,Marth,1828,1897,Reflector,48
7212,1886,Lewis,,Swift,1820,1913,Refractor,16
7213,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7214,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7215,1864,Albert,,Marth,1828,1897,Reflector,48
7216,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7217,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7218,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7219,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7220,1886,Frank,,Muller,1862,1917,Refractor,26
7221,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7222,1864,Albert,,Marth,1828,1897,Reflector,48
7223,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7224,1863,Albert,,Marth,1828,1897,Reflector,48
7225,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7226,1881,Edward,Singleton,Holden,1846,1914,Refractor,15.6
7227,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7228,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7229,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7230,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7231,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7232,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7233,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7234,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7235,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7236,1864,Albert,,Marth,1828,1897,Reflector,48
7237,1864,Albert,,Marth,1828,1897,Reflector,48
7238,1886,Lewis,,Swift,1820,1913,Refractor,16
7239,1864,Albert,,Marth,1828,1897,Reflector,48
7240,1873,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7241,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7242,1865,Auguste,,Voigt,1828,1909,Reflector,31
7243,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7244,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7245,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7246,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7247,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7248,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7249,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7250,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7251,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7252,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7253,1863,Albert,,Marth,1828,1897,Reflector,48
7254,1886,Frank,,Muller,1862,1917,Refractor,26
7255,1886,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7256,1864,Albert,,Marth,1828,1897,Reflector,48
7257,1864,Albert,,Marth,1828,1897,Reflector,48
7258,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7259,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7260,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7261,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7262,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7263,1863,Albert,,Marth,1828,1897,Reflector,48
7264,1863,Albert,,Marth,1828,1897,Reflector,48
7265,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7266,1864,Albert,,Marth,1828,1897,Reflector,48
7267,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7268,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7269,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7270,1863,Albert,,Marth,1828,1897,Reflector,48
7271,1863,Albert,,Marth,1828,1897,Reflector,48
7272,1864,Albert,,Marth,1828,1897,Reflector,48
7273,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7274,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7275,1863,Albert,,Marth,1828,1897,Reflector,48
7276,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7277,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7278,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7279,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7280,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7281,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7282,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7283,1864,Albert,,Marth,1828,1897,Reflector,48
7284,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7285,1862,William,,Lassell,1799,1880,Reflector,48
7286,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7287,1886,Frank,,Muller,1862,1917,Refractor,26
7288,1864,Albert,,Marth,1828,1897,Reflector,48
7289,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7290,1864,Albert,,Marth,1828,1897,Reflector,48
7291,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7292,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7293,1824,Karl,Ludwig,Harding,1765,1834,Refractor,4
7294,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7295,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7296,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7297,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7298,1864,Albert,,Marth,1828,1897,Reflector,48
7299,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7300,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7301,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7302,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7303,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7304,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7305,1886,Lewis,,Swift,1820,1913,Refractor,16
7306,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7307,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7308,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7309,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7310,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7311,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7312,1863,Albert,,Marth,1828,1897,Reflector,48
7313,1864,Albert,,Marth,1828,1897,Reflector,48
7314,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7315,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7316,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7317,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7318,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7319,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7320,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7321,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7322,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7323,1863,Albert,,Marth,1828,1897,Reflector,48
7324,1863,Albert,,Marth,1828,1897,Reflector,48
7325,1865,Per,Magnus Herman,Schultz,1823,1890,Refractor,9.6
7326,1874,Lawrence,,Parsons,1840,1908,Reflector,72
7327,1882,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
7328,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7329,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7330,1870,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7331,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7332,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7333,1865,Per,Magnus Herman,Schultz,1823,1890,Refractor,9.6
7334,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7335,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7336,1849,William,,Parsons,1800,1867,Reflector,72
7337,1849,William,,Parsons,1800,1867,Reflector,72
7338,1882,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
7339,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7340,1849,William,,Parsons,1800,1867,Reflector,72
7341,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7342,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7343,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7344,1864,Albert,,Marth,1828,1897,Reflector,48
7345,1872,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7346,1864,Albert,,Marth,1828,1897,Reflector,48
7347,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7348,1864,Albert,,Marth,1828,1897,Reflector,48
7349,1886,Frank,,Muller,1862,1917,Refractor,26
7350,1864,Albert,,Marth,1828,1897,Reflector,48
7351,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7352,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7353,1864,Albert,,Marth,1828,1897,Reflector,48
7354,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7355,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7356,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7357,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7358,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7359,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7360,1864,Albert,,Marth,1828,1897,Reflector,48
7361,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7362,1886,Lewis,,Swift,1820,1913,Refractor,16
7363,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7364,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7365,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7366,1864,Albert,,Marth,1828,1897,Reflector,48
7367,1864,Albert,,Marth,1828,1897,Reflector,48
7368,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7369,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7370,1864,Albert,,Marth,1828,1897,Reflector,48
7371,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7372,1864,Albert,,Marth,1828,1897,Reflector,48
7373,1864,Albert,,Marth,1828,1897,Reflector,48
7374,1864,Albert,,Marth,1828,1897,Reflector,48
7375,1886,Lewis,,Swift,1820,1913,Refractor,16
7376,1864,Albert,,Marth,1828,1897,Reflector,48
7377,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7378,1879,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
7379,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7380,1787,Karoline,Lucretia,Herschel,1750,1848,Reflector,4.2
7381,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
7382,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7383,1850,William,,Parsons,1800,1867,Reflector,72
7384,1850,William,,Parsons,1800,1867,Reflector,72
7385,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7386,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7387,1850,William,,Parsons,1800,1867,Reflector,72
7388,1873,Lawrence,,Parsons,1840,1908,Reflector,72
7389,1850,William,,Parsons,1800,1867,Reflector,72
7390,1850,William,,Parsons,1800,1867,Reflector,72
7391,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7392,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7393,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7394,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7395,1873,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7396,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7397,1856,William,,Parsons,1800,1867,Reflector,72
7398,1856,William,,Parsons,1800,1867,Reflector,72
7399,1884,Lewis,,Swift,1820,1913,Refractor,16
7400,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7401,1856,William,,Parsons,1800,1867,Reflector,72
7402,1856,William,,Parsons,1800,1867,Reflector,72
7403,1859,Phillip,Sydney,Coolidge,1830,1863,Refractor,15
7404,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7405,1864,Albert,,Marth,1828,1897,Reflector,48
7406,1864,Albert,,Marth,1828,1897,Reflector,48
7407,1873,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7408,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7409,1863,Albert,,Marth,1828,1897,Reflector,48
7410,1826,James,,Dunlop,1793,1848,Reflector,9
7411,1863,Albert,,Marth,1828,1897,Reflector,48
7412,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7413,1886,Lewis,,Swift,1820,1913,Refractor,16
7414,1886,Lewis,,Swift,1820,1913,Refractor,16
7415,1863,Albert,,Marth,1828,1897,Reflector,48
7416,1864,Albert,,Marth,1828,1897,Reflector,48
7417,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7418,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7419,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7420,1863,Albert,,Marth,1828,1897,Reflector,48
7421,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7422,1864,Albert,,Marth,1828,1897,Reflector,48
7423,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7424,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7425,1886,Frank,,Muller,1862,1917,Refractor,26
7426,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7427,1865,Otto,Wilhelm,von Struve,1819,1905,Refractor,15
7428,1864,Albert,,Marth,1828,1897,Reflector,48
7429,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7430,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
7431,1886,Guillaume,,Bigourdan,1851,1932,Refractor,12
7432,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7433,1855,William,,Parsons,1800,1867,Reflector,72
7434,1864,Albert,,Marth,1828,1897,Reflector,48
7435,1855,William,,Parsons,1800,1867,Reflector,72
7436,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
7437,1885,Lewis,,Swift,1820,1913,Refractor,16
7438,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
7439,1863,Albert,,Marth,1828,1897,Reflector,48
7440,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
7441,1886,Ormond,,Stone,1847,1933,Refractor,26
